old_url,new_url,status
/?page_id=149,/about-us/,301
/?page_id=150,/services/,301
/?page_id=151,/contact-us/,301
/?page_id=152,/portfolio/,301
/dtf-me-to-metro/,/stampes-dtf-me-to-metro/,301
/χονδρική-2/,/ektyposeis-xondrikis/,301
